,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather,Recent Rain,Recent Snow,Country,Date
236,Sitio Novo Do Tocantins,-5.52,-47.46,74.17,95,94,1.1,overcast clouds,0.0,0.0,BR,2020-02-23 02:38:57
237,San Lawrenz,36.06,14.2,51.01,66,20,5.82,few clouds,0.0,0.0,MT,2020-02-23 02:38:58
238,Codrington,-38.27,141.97,62.46,74,0,10.89,clear sky,0.0,0.0,AU,2020-02-23 02:34:56
239,Georgetown,5.41,100.34,86.0,62,20,10.29,few clouds,0.0,0.0,MY,2020-02-23 02:31:56
240,Ust-Omchug,61.15,149.63,-7.78,89,100,2.75,overcast clouds,0.0,0.0,RU,2020-02-23 02:38:58
241,Arman,59.7,150.17,2.17,87,100,4.43,light snow,0.0,0.13,RU,2020-02-23 02:38:58
242,Tubmanburg,6.87,-10.82,76.1,95,4,1.07,clear sky,0.0,0.0,LR,2020-02-23 02:38:59
243,Cayenne,4.93,-52.33,80.6,83,90,5.82,overcast clouds,0.0,0.0,GF,2020-02-23 02:35:37
244,Caravelas,-17.71,-39.25,81.16,84,100,15.52,overcast clouds,0.0,0.0,BR,2020-02-23 02:34:53
245,Tura,25.52,90.22,77.29,39,100,4.03,overcast clouds,0.0,0.0,IN,2020-02-23 02:32:18
246,Faanui,-16.48,-151.75,83.26,69,51,8.03,broken clouds,0.0,0.0,PF,2020-02-23 02:34:12
247,Betong,5.77,101.07,80.82,61,36,5.57,scattered clouds,0.0,0.0,TH,2020-02-23 02:39:00
248,Thinadhoo,0.53,72.93,83.28,79,94,16.15,overcast clouds,0.0,0.0,MV,2020-02-23 02:36:47
249,Ostrovnoy,68.05,39.51,30.06,90,100,22.26,light snow,0.0,0.19,RU,2020-02-23 02:37:28
250,Nanga Eboko,4.68,12.37,69.44,99,12,3.09,few clouds,0.0,0.0,CM,2020-02-23 02:39:01
251,Algiers,36.75,3.04,39.2,100,20,2.24,few clouds,0.0,0.0,DZ,2020-02-23 02:36:34
252,Laredo,27.51,-99.51,62.6,59,90,6.93,overcast clouds,0.0,0.0,US,2020-02-23 02:35:48
253,Labuhan,-6.88,112.21,84.27,77,54,8.03,light rain,1.13,0.0,ID,2020-02-23 02:36:52
254,Port Elizabeth,-33.92,25.57,57.2,87,20,6.93,few clouds,0.0,0.0,ZA,2020-02-23 02:30:04
255,Erzin,36.96,36.2,51.8,100,75,4.7,light intensity shower rain,0.0,0.0,TR,2020-02-23 02:39:02
256,Seoul,37.57,126.98,41.0,35,1,3.36,clear sky,0.0,0.0,KR,2020-02-23 02:30:54
257,Yarmouth,41.71,-70.23,39.2,51,1,4.7,clear sky,0.0,0.0,US,2020-02-23 02:31:41
258,Salamanca,40.83,-6.0,42.01,92,10,5.55,clear sky,0.0,0.0,ES,2020-02-23 02:39:02
259,Koutiala,12.39,-5.46,75.42,12,0,8.95,clear sky,0.0,0.0,ML,2020-02-23 02:39:02
260,Contamana,-7.33,-75.02,73.09,98,100,4.14,moderate rain,3.88,0.0,PE,2020-02-23 02:39:03
261,Neuquen,-38.95,-68.06,73.4,28,0,6.93,clear sky,0.0,0.0,AR,2020-02-23 02:35:17
262,Kilindoni,-7.91,39.67,84.25,77,96,13.44,overcast clouds,0.0,0.0,TZ,2020-02-23 02:39:03
263,Jiuquan,39.74,98.52,39.81,15,0,4.25,clear sky,0.0,0.0,CN,2020-02-23 02:39:03
264,Lensk,60.73,114.93,17.47,93,100,6.8,light snow,0.0,0.38,RU,2020-02-23 02:39:04
265,Bom Jesus,-9.07,-44.36,73.35,82,100,1.05,overcast clouds,0.0,0.0,BR,2020-02-23 02:34:46
266,Gigmoto,13.78,124.39,79.92,79,17,16.82,light rain,0.5,0.0,PH,2020-02-23 02:39:04
267,Tuy Hoa,13.08,109.3,75.52,74,37,21.34,light rain,0.44,0.0,VN,2020-02-23 02:39:04
268,San Nicolas,18.17,120.6,84.2,51,20,4.7,few clouds,0.0,0.0,PH,2020-02-23 02:39:05
269,Comodoro Rivadavia,-45.87,-67.5,77.0,33,38,9.17,scattered clouds,0.0,0.0,AR,2020-02-23 02:39:05
270,Cap Malheureux,-19.98,57.61,75.2,100,40,2.24,shower rain,0.0,0.0,MU,2020-02-23 02:33:11
271,Lahij,13.17,44.58,72.0,80,92,11.16,overcast clouds,0.0,0.0,YE,2020-02-23 02:39:05
272,Baiyin,36.56,104.21,45.0,29,4,2.24,clear sky,0.0,0.0,CN,2020-02-23 02:39:06
273,Nanortalik,60.14,-45.24,25.9,83,100,18.19,snow,0.0,1.81,GL,2020-02-23 02:39:06
274,Tiksi,71.69,128.87,-10.32,92,98,5.93,overcast clouds,0.0,0.0,RU,2020-02-23 02:32:49
275,Springdale,36.19,-94.13,48.2,39,1,9.93,clear sky,0.0,0.0,US,2020-02-23 02:39:06
276,Trelew,-43.25,-65.31,75.25,21,0,20.74,clear sky,0.0,0.0,AR,2020-02-23 02:34:20
277,Tiarei,-17.53,-149.33,86.0,70,40,12.75,shower rain,0.0,0.0,PF,2020-02-23 02:33:39
278,Chitungwiza,-18.01,31.08,64.02,95,100,0.92,moderate rain,4.31,0.0,ZW,2020-02-23 02:39:07
279,Baiao,-2.79,-49.67,73.45,97,100,2.24,light rain,0.5,0.0,BR,2020-02-23 02:39:07
280,Praia,14.92,-23.51,69.8,73,100,19.46,overcast clouds,0.0,0.0,CV,2020-02-23 02:35:42
281,Bukama,-9.2,25.85,70.66,95,100,2.89,moderate rain,3.81,0.0,CD,2020-02-23 02:39:08
282,Touros,-5.2,-35.46,78.8,94,40,4.7,scattered clouds,0.0,0.0,BR,2020-02-23 02:32:07
283,Forestville,38.85,-76.88,42.8,41,1,2.84,clear sky,0.0,0.0,US,2020-02-23 02:39:08
284,Elizabeth City,36.29,-76.25,39.99,71,1,6.11,clear sky,0.0,0.0,US,2020-02-23 02:39:08
285,San Onofre,9.74,-75.53,77.07,71,94,12.15,overcast clouds,0.0,0.0,CO,2020-02-23 02:39:08
286,Tsuyama,35.05,134.0,53.01,42,40,6.93,scattered clouds,0.0,0.0,JP,2020-02-23 02:39:09
287,Todos Santos,23.45,-110.22,75.2,49,40,2.24,scattered clouds,0.0,0.0,MX,2020-02-23 02:32:33
288,Uray,60.12,64.78,19.47,93,20,9.55,few clouds,0.0,0.0,RU,2020-02-23 02:39:09
289,La Asuncion,11.03,-63.86,78.8,83,82,13.87,broken clouds,0.0,0.0,VE,2020-02-23 02:29:24
290,Ponta Delgada,37.73,-25.67,57.2,76,75,5.82,broken clouds,0.0,0.0,PT,2020-02-23 02:33:15
291,Ahipara,-35.17,173.17,67.26,67,13,21.94,few clouds,0.0,0.0,NZ,2020-02-23 02:39:10
292,Saint-Augustin,51.23,-58.65,22.41,91,91,20.69,overcast clouds,0.0,0.0,CA,2020-02-23 02:39:10
293,Atakpame,7.53,1.13,73.09,92,0,0.81,clear sky,0.0,0.0,TG,2020-02-23 02:29:44
294,Broken Hill,-31.95,141.43,84.2,32,75,11.41,broken clouds,0.0,0.0,AU,2020-02-23 02:35:41
295,Itarema,-2.92,-39.92,73.72,94,100,2.33,overcast clouds,0.0,0.0,BR,2020-02-23 02:34:45
296,Ayotzintepec,17.67,-96.13,60.55,96,100,1.07,overcast clouds,0.0,0.0,MX,2020-02-23 02:39:11
297,Clyde River,70.47,-68.59,-29.2,66,1,3.36,clear sky,0.0,0.0,CA,2020-02-23 02:34:25
298,Dikson,73.51,80.55,18.16,93,100,22.24,light snow,0.0,0.69,RU,2020-02-23 02:34:34
299,Morondava,-20.28,44.28,72.72,95,47,3.62,scattered clouds,0.0,0.0,MG,2020-02-23 02:39:11
300,Muscat,23.61,58.59,71.6,88,0,6.93,clear sky,0.0,0.0,OM,2020-02-23 02:37:37
301,Ginda,30.69,78.49,49.86,47,0,2.86,clear sky,0.0,0.0,IN,2020-02-23 02:39:12
302,Inhambane,-23.86,35.38,79.0,80,98,3.91,overcast clouds,0.0,0.0,MZ,2020-02-23 02:33:23
303,Sapang Dalaga,8.54,123.56,83.95,55,0,10.29,clear sky,0.0,0.0,PH,2020-02-23 02:39:12
304,Vanimo,-2.67,141.3,82.38,80,32,13.24,scattered clouds,0.0,0.0,PG,2020-02-23 02:33:11
305,Port Blair,11.67,92.75,81.57,77,100,15.39,overcast clouds,0.0,0.0,IN,2020-02-23 02:33:37
306,Saint George,37.1,-113.58,45.0,93,90,12.75,moderate rain,0.0,0.0,US,2020-02-23 02:30:29
307,Lashio,22.93,97.75,79.0,40,41,1.57,scattered clouds,0.0,0.0,MM,2020-02-23 02:39:13
308,Devils Lake,48.11,-98.87,26.6,86,1,4.7,clear sky,0.0,0.0,US,2020-02-23 02:37:25
309,Yangjiang,21.85,111.97,73.0,61,17,9.93,few clouds,0.0,0.0,CN,2020-02-23 02:38:38
310,Stockbridge,33.54,-84.23,44.6,62,1,3.47,clear sky,0.0,0.0,US,2020-02-23 02:39:14
311,Longyearbyen,78.22,15.64,-2.2,77,20,10.29,few clouds,0.0,0.0,SJ,2020-02-23 02:29:35
312,Krasnoselkup,65.7,82.47,4.66,88,44,18.63,scattered clouds,0.0,0.0,RU,2020-02-23 02:32:51
313,Tornio,65.85,24.13,32.0,95,90,4.7,overcast clouds,0.0,0.0,FI,2020-02-23 02:39:14
314,Kuytun,54.34,101.5,13.69,92,2,4.47,clear sky,0.0,0.0,RU,2020-02-23 02:33:39
315,Udachnyy,66.42,112.4,-5.8,83,75,6.71,light snow,0.0,0.0,RU,2020-02-23 02:39:15
316,Iquitos,-3.75,-73.25,73.4,94,40,5.82,scattered clouds,0.0,0.0,PE,2020-02-23 02:39:15
317,Kassala,15.45,36.4,58.37,90,0,8.88,clear sky,0.0,0.0,SD,2020-02-23 02:39:16
318,Atar,20.52,-13.05,72.7,12,100,2.24,overcast clouds,0.0,0.0,MR,2020-02-23 02:39:16
319,Lagos,6.58,3.75,82.4,94,40,5.28,scattered clouds,0.0,0.0,NG,2020-02-23 02:36:44
320,Jonkoping,57.78,14.16,39.2,72,88,24.16,overcast clouds,0.0,0.0,SE,2020-02-23 02:39:16
321,Ayr,55.46,-4.63,37.4,93,100,16.11,light rain,0.0,0.0,GB,2020-02-23 02:39:16
322,Lumberton,34.62,-79.01,39.99,93,1,4.03,clear sky,0.0,0.0,US,2020-02-23 02:39:17
323,Takoradi,4.88,-1.76,78.01,96,72,3.2,broken clouds,0.0,0.0,GH,2020-02-23 02:31:54
324,Chokurdakh,70.63,147.92,-12.05,96,100,1.39,overcast clouds,0.0,0.0,RU,2020-02-23 02:34:44
325,Losevo,50.68,40.05,31.41,96,99,5.26,overcast clouds,0.0,0.0,RU,2020-02-23 02:39:17
326,Jijiga,9.35,42.8,58.19,72,22,5.32,few clouds,0.0,0.0,ET,2020-02-23 02:39:17
327,Okhotsk,59.38,143.3,-2.42,86,21,2.86,few clouds,0.0,0.0,RU,2020-02-23 02:39:18
328,Kendari,-3.94,122.5,85.66,73,75,4.97,light rain,2.19,0.0,ID,2020-02-23 02:35:53
329,Tecoanapa,16.52,-98.75,74.21,81,0,1.39,clear sky,0.0,0.0,MX,2020-02-23 02:39:18
330,Solginskiy,61.05,41.34,31.93,92,100,20.56,light snow,0.0,1.06,RU,2020-02-23 02:39:18
331,Luba,3.46,8.55,82.4,94,20,6.93,few clouds,0.0,0.0,GQ,2020-02-23 02:39:18
332,Vancouver,49.25,-123.12,44.01,87,75,5.82,broken clouds,0.0,0.0,CA,2020-02-23 02:34:43
333,Kavieng,-2.57,150.8,84.52,70,0,9.89,clear sky,0.0,0.0,PG,2020-02-23 02:34:48
334,Geraldton,-28.77,114.6,86.0,51,40,12.75,scattered clouds,0.0,0.0,AU,2020-02-23 02:30:42
335,Les Escoumins,48.11,-69.02,25.16,89,66,11.14,broken clouds,0.0,0.0,CA,2020-02-23 02:39:19
336,Odweyne,9.41,45.06,62.56,70,83,4.05,broken clouds,0.0,0.0,SO,2020-02-23 02:39:19
337,El Alto,-4.27,-81.21,76.1,75,100,2.91,overcast clouds,0.0,0.0,PE,2020-02-23 02:39:19
338,Sambava,-14.27,50.17,74.12,87,99,2.28,overcast clouds,0.0,0.0,MG,2020-02-23 02:39:20
339,Alice Springs,-23.7,133.88,87.8,14,0,13.87,clear sky,0.0,0.0,AU,2020-02-23 02:39:20
340,Khani,41.96,42.96,44.6,100,90,1.12,shower rain,0.0,0.0,GE,2020-02-23 02:39:20
341,Grand Baie,-20.02,57.58,75.2,100,40,2.24,shower rain,0.0,0.0,MU,2020-02-23 02:39:20
342,Deputatskiy,69.3,139.9,-7.67,96,97,1.23,overcast clouds,0.0,0.0,RU,2020-02-23 02:33:08
343,Saint Anthony,45.02,-93.22,37.4,74,1,5.82,clear sky,0.0,0.0,US,2020-02-23 02:29:53
344,Mangai,-4.05,19.53,72.95,97,79,1.36,broken clouds,0.0,0.0,CD,2020-02-23 02:39:21
345,Waipawa,-41.41,175.52,64.4,59,0,16.11,clear sky,0.0,0.0,NZ,2020-02-23 02:28:46
346,Koson,39.04,65.58,41.0,86,100,4.7,overcast clouds,0.0,0.0,UZ,2020-02-23 02:39:21
347,Japura,-0.32,102.35,82.8,73,38,4.52,light rain,0.25,0.0,ID,2020-02-23 02:39:22
348,Oranjemund,-28.55,16.43,61.23,94,10,8.16,clear sky,0.0,0.0,NA,2020-02-23 02:36:05
349,Hospet,15.27,76.4,71.47,72,5,5.39,clear sky,0.0,0.0,IN,2020-02-23 02:39:22
350,Dwarahat,29.78,79.43,49.62,61,72,0.92,light rain,0.19,0.0,IN,2020-02-23 02:39:22
351,Beba,22.44,-79.73,69.8,83,75,8.05,broken clouds,0.0,0.0,CU,2020-02-23 02:39:22
352,Sept-Iles,50.2,-66.38,30.2,74,20,9.17,few clouds,0.0,0.0,CA,2020-02-23 02:29:40
353,Olafsvik,64.89,-23.71,30.76,76,94,7.76,light snow,0.0,1.06,IS,2020-02-23 02:39:23
354,Denpasar,-8.65,115.22,84.51,66,11,6.17,few clouds,0.0,0.0,ID,2020-02-23 02:38:56
355,Sri Aman,1.24,111.46,80.6,88,75,2.24,broken clouds,0.0,0.0,MY,2020-02-23 02:36:55
356,Norman Wells,65.28,-126.83,5.0,84,75,2.24,light snow,0.0,0.0,CA,2020-02-23 02:39:23
357,Ca Mau,9.18,105.15,89.06,40,0,15.64,clear sky,0.0,0.0,VN,2020-02-23 02:36:49
358,Ardesen,41.19,40.99,42.8,100,75,8.05,light intensity drizzle,0.0,0.0,TR,2020-02-23 02:39:24
359,Nantucket,41.28,-70.1,39.2,69,1,12.75,clear sky,0.0,0.0,US,2020-02-23 02:39:24
360,Port Lincoln,-34.73,135.87,82.49,32,1,8.75,clear sky,0.0,0.0,AU,2020-02-23 02:29:49
361,Santa Rosa,14.31,121.11,87.01,55,75,8.05,broken clouds,0.0,0.0,PH,2020-02-23 02:32:32
362,Spencer,43.14,-95.14,39.2,86,1,6.93,clear sky,0.0,0.0,US,2020-02-23 02:39:24
363,Grenada,37.19,-3.61,51.01,49,32,1.01,scattered clouds,0.0,0.0,ES,2020-02-23 02:39:25
364,Ilhabela,-23.78,-45.36,75.15,68,100,9.26,light rain,0.44,0.0,BR,2020-02-23 02:37:31
365,Ribeira Brava,32.65,-17.07,70.0,72,20,20.8,few clouds,0.0,0.0,PT,2020-02-23 02:39:26
366,Lake Saint Louis,38.8,-90.79,46.4,26,1,4.7,clear sky,0.0,0.0,US,2020-02-23 02:36:46
367,Ialibu,-6.28,143.99,74.66,76,76,4.25,light rain,1.81,0.0,PG,2020-02-23 02:39:26
368,Victor Harbor,-35.57,138.62,87.01,44,24,9.17,few clouds,0.0,0.0,AU,2020-02-23 02:39:26
369,The Pas,53.83,-101.25,37.4,59,90,4.7,overcast clouds,0.0,0.0,CA,2020-02-23 02:39:26
370,Chor,25.52,69.77,69.75,43,0,9.46,clear sky,0.0,0.0,PK,2020-02-23 02:39:27
371,Idritsa,56.33,28.9,36.01,80,98,12.3,light snow,0.0,0.13,RU,2020-02-23 02:39:27
372,Lyaskelya,61.77,31.02,32.9,96,100,17.78,snow,0.0,1.56,RU,2020-02-23 02:39:27
373,Bograd,54.23,90.83,19.4,85,100,4.47,overcast clouds,0.0,0.0,RU,2020-02-23 02:39:27
374,Miandrivazo,-19.52,45.47,74.17,89,58,2.21,broken clouds,0.0,0.0,MG,2020-02-23 02:39:28
375,Menongue,-14.66,17.69,62.96,98,100,2.35,light rain,0.69,0.0,AO,2020-02-23 02:39:28
376,Emmett,43.87,-116.5,46.0,44,1,5.82,clear sky,0.0,0.0,US,2020-02-23 02:39:28
377,Broome,42.25,-75.83,30.99,85,1,4.7,clear sky,0.0,0.0,US,2020-02-23 02:34:34
378,Kharan,28.58,65.42,60.53,39,0,1.1,clear sky,0.0,0.0,PK,2020-02-23 02:39:28
379,Rodrigues Alves,-7.74,-72.65,73.51,99,100,1.86,moderate rain,4.56,0.0,BR,2020-02-23 02:39:29
380,Itupiranga,-5.13,-49.33,78.8,94,97,2.51,overcast clouds,0.0,0.0,BR,2020-02-23 02:39:29
381,Andenes,69.31,16.12,35.6,80,100,20.8,light snow,0.0,0.13,NO,2020-02-23 02:39:29
382,Toguchin,55.24,84.39,23.16,96,100,4.23,overcast clouds,0.0,0.0,RU,2020-02-23 02:39:29
383,Watsa,3.04,29.54,70.7,70,92,2.21,overcast clouds,0.0,0.0,CD,2020-02-23 02:39:29
384,Peterhead,57.51,-1.8,39.2,55,22,16.11,few clouds,0.0,0.0,GB,2020-02-23 02:39:30
385,Merauke,-8.47,140.33,89.85,62,70,11.54,light rain,0.31,0.0,ID,2020-02-23 02:33:42
386,Erenhot,43.65,111.98,26.87,69,0,13.18,clear sky,0.0,0.0,CN,2020-02-23 02:39:30
387,Taoudenni,22.68,-3.98,73.22,15,62,13.76,broken clouds,0.0,0.0,ML,2020-02-23 02:39:30
388,Soe,-9.86,124.28,86.52,63,58,4.7,broken clouds,0.0,0.0,ID,2020-02-23 02:33:13
389,Moindou,-21.69,165.68,89.6,55,40,13.87,scattered clouds,0.0,0.0,NC,2020-02-23 02:39:31
390,Chaumont,48.12,5.13,50.0,81,90,9.17,light rain,0.0,0.0,FR,2020-02-23 02:39:31
391,Tosya,41.02,34.04,27.36,86,81,3.11,broken clouds,0.0,0.0,TR,2020-02-23 02:39:31
392,Alagoinhas,-12.14,-38.42,73.6,88,25,5.84,scattered clouds,0.0,0.0,BR,2020-02-23 02:32:04
393,Xichang,27.9,102.26,75.0,22,7,9.1,clear sky,0.0,0.0,CN,2020-02-23 02:39:32
394,Machico,32.7,-16.77,70.0,72,20,20.8,few clouds,0.0,0.0,PT,2020-02-23 02:37:31
395,Vanavara,60.34,102.28,14.25,93,93,4.32,overcast clouds,0.0,0.0,RU,2020-02-23 02:39:32
396,Chabahar,25.29,60.64,67.53,77,0,0.58,clear sky,0.0,0.0,IR,2020-02-23 02:39:32
397,Mombetsu,44.35,143.35,33.8,94,75,4.7,light shower snow,0.0,0.0,JP,2020-02-23 02:39:32
398,Nalut,30.33,10.85,43.7,88,0,9.1,clear sky,0.0,0.0,LY,2020-02-23 02:39:32
399,De-Kastri,51.47,140.78,12.52,81,9,10.63,clear sky,0.0,0.0,RU,2020-02-23 02:39:33
400,Slantsy,59.12,28.09,36.34,85,100,17.67,light snow,0.0,0.38,RU,2020-02-23 02:39:33
401,Bubaque,11.28,-15.83,78.66,69,69,13.2,broken clouds,0.0,0.0,GW,2020-02-23 02:32:24
402,Dzhebariki-Khaya,62.22,135.8,4.73,89,89,0.43,overcast clouds,0.0,0.0,RU,2020-02-23 02:39:33
403,Batticaloa,7.71,81.69,77.86,87,100,6.85,light rain,1.38,0.0,LK,2020-02-23 02:39:34
404,Am Timan,11.03,20.28,69.42,19,0,3.87,clear sky,0.0,0.0,TD,2020-02-23 02:39:34
405,San Patricio,19.22,-104.7,77.0,83,5,9.46,clear sky,0.0,0.0,MX,2020-02-23 02:35:02
406,Christchurch,-43.53,172.63,71.01,45,0,5.82,clear sky,0.0,0.0,NZ,2020-02-23 02:27:59
407,Pacific Grove,36.62,-121.92,55.0,76,90,8.05,overcast clouds,0.0,0.0,US,2020-02-23 02:32:01
408,Hastings,50.86,0.57,51.01,93,100,20.8,light rain,1.13,0.0,GB,2020-02-23 02:39:35
409,Zhangjiakou,40.81,114.88,30.07,22,0,6.55,clear sky,0.0,0.0,CN,2020-02-23 02:36:13
410,Kitimat,54.05,-128.65,33.8,88,75,2.24,shower rain,0.0,0.0,CA,2020-02-23 02:39:35
411,Nyurba,63.28,118.33,0.57,92,94,1.95,overcast clouds,0.0,0.0,RU,2020-02-23 02:33:05
412,Trapani,37.83,12.67,50.0,87,0,3.36,clear sky,0.0,0.0,IT,2020-02-23 02:39:35
413,Kapoeta,4.77,33.59,85.32,43,74,4.45,broken clouds,0.0,0.0,SS,2020-02-23 02:39:36
414,Luziania,-16.25,-47.95,71.6,88,40,2.24,scattered clouds,0.0,0.0,BR,2020-02-23 02:37:29
415,Kloulklubed,7.04,134.26,82.4,83,90,13.87,overcast clouds,0.0,0.0,PW,2020-02-23 02:39:36
416,Goundi,9.36,17.37,72.54,14,42,4.36,scattered clouds,0.0,0.0,TD,2020-02-23 02:39:36
417,San Cristobal,7.77,-72.22,80.6,69,75,3.36,haze,0.0,0.0,VE,2020-02-23 02:33:11
418,Sao Borja,-28.66,-56.0,58.41,60,73,6.22,broken clouds,0.0,0.0,BR,2020-02-23 02:39:37
419,Batie,9.88,-2.92,75.45,15,0,4.38,clear sky,0.0,0.0,BF,2020-02-23 02:39:37
420,Anchorage,61.22,-149.9,23.0,85,90,1.81,mist,0.0,0.0,US,2020-02-23 02:35:32
421,Uthal,25.81,66.62,73.44,30,0,2.86,clear sky,0.0,0.0,PK,2020-02-23 02:39:37
422,San Jose,37.34,-121.89,55.4,71,40,12.75,scattered clouds,0.0,0.0,US,2020-02-23 02:39:37
423,Nuuk,64.18,-51.72,15.8,66,100,17.22,overcast clouds,0.0,0.0,GL,2020-02-23 02:37:44
424,Svetlyy,54.67,20.13,41.0,75,75,24.61,light intensity shower rain,0.0,0.0,RU,2020-02-23 02:39:38
425,Lazarev,52.23,141.51,7.47,87,56,18.54,broken clouds,0.0,0.0,RU,2020-02-23 02:39:38
426,Noumea,-22.28,166.46,89.6,55,40,13.87,scattered clouds,0.0,0.0,NC,2020-02-23 02:39:38
427,Maputo,-25.97,32.59,78.8,83,75,18.34,light rain,0.0,0.0,MZ,2020-02-23 02:39:38
428,Muncar,-8.43,114.33,80.56,78,25,3.94,scattered clouds,0.0,0.0,ID,2020-02-23 02:39:39
429,Sitka,57.05,-135.33,35.6,69,90,12.75,overcast clouds,0.0,0.0,US,2020-02-23 02:39:39
430,Otavi,-19.65,17.33,66.02,83,37,6.67,light rain,0.69,0.0,NA,2020-02-23 02:39:39
431,Mangan,27.52,88.53,51.19,40,0,1.36,clear sky,0.0,0.0,IN,2020-02-23 02:35:09
432,Belaya Gora,68.53,146.42,-10.21,94,87,1.36,overcast clouds,0.0,0.0,RU,2020-02-23 02:39:39
433,Coahuayana,18.73,-103.68,75.2,73,5,3.76,clear sky,0.0,0.0,MX,2020-02-23 02:34:43
434,Bay-Khaak,51.17,94.5,14.56,91,100,1.7,light snow,0.0,0.44,RU,2020-02-23 02:39:40
435,Hovd,48.01,91.64,27.23,54,100,5.77,overcast clouds,0.0,0.0,MN,2020-02-23 02:39:40
436,Urumqi,43.8,87.6,26.6,73,100,2.24,overcast clouds,0.0,0.0,CN,2020-02-23 02:37:05
437,Turhal,40.39,36.08,35.6,80,75,4.7,broken clouds,0.0,0.0,TR,2020-02-23 02:39:40
438,Pampa,35.54,-100.96,60.8,54,75,16.11,broken clouds,0.0,0.0,US,2020-02-23 02:39:41
439,Alofi,-19.06,-169.92,84.2,79,75,12.75,broken clouds,0.0,0.0,NU,2020-02-23 02:35:21
440,Sainte-Maxime,43.3,6.63,50.0,81,30,9.17,scattered clouds,0.0,0.0,FR,2020-02-23 02:39:41
441,Sampit,-2.53,112.95,90.27,53,0,3.47,clear sky,0.0,0.0,ID,2020-02-23 02:39:41
442,Babu,24.42,111.52,68.32,70,24,2.26,few clouds,0.0,0.0,CN,2020-02-23 02:39:41
443,Hami,42.8,93.45,33.55,47,0,3.24,clear sky,0.0,0.0,CN,2020-02-23 02:39:42
444,Shingu,33.73,135.98,51.8,43,40,18.34,scattered clouds,0.0,0.0,JP,2020-02-23 02:39:42
445,Ewo,-0.87,14.82,75.06,85,100,5.19,overcast clouds,0.0,0.0,CG,2020-02-23 02:39:42
446,Bandarbeyla,9.49,50.81,76.69,75,61,17.36,broken clouds,0.0,0.0,SO,2020-02-23 02:37:12
447,Port Macquarie,-31.43,152.92,79.0,53,40,8.05,scattered clouds,0.0,0.0,AU,2020-02-23 02:36:52
448,Pinawa,50.15,-95.88,21.29,94,75,4.03,broken clouds,0.0,0.0,CA,2020-02-23 02:36:38
449,Dwarka,22.24,68.97,74.21,55,0,10.94,clear sky,0.0,0.0,IN,2020-02-23 02:33:18
450,Rockingham,42.97,-71.1,37.4,47,20,4.7,few clouds,0.0,0.0,US,2020-02-23 02:39:43
451,George Town,5.41,100.34,86.0,62,20,10.29,few clouds,0.0,0.0,MY,2020-02-23 02:36:21
452,Camacha,33.08,-16.33,64.4,82,40,24.16,scattered clouds,0.0,0.0,PT,2020-02-23 02:39:44
453,Balkanabat,39.51,54.37,43.52,75,100,1.28,overcast clouds,0.0,0.0,TM,2020-02-23 02:39:44
454,Brigantine,39.41,-74.36,41.0,40,1,4.7,clear sky,0.0,0.0,US,2020-02-23 02:39:44
455,Kaeo,-35.1,173.78,69.4,60,80,8.37,broken clouds,0.0,0.0,NZ,2020-02-23 02:39:44
456,Ouesso,1.61,16.05,73.06,88,95,3.2,overcast clouds,0.0,0.0,CG,2020-02-23 02:39:44
457,Ekibastuz,51.67,75.37,16.63,95,100,8.39,light snow,0.0,0.13,KZ,2020-02-23 02:35:07
458,Berlevag,70.86,29.09,34.02,79,0,26.31,clear sky,0.0,0.0,NO,2020-02-23 02:37:17
459,Acarau,-2.89,-40.12,73.72,94,100,2.33,overcast clouds,0.0,0.0,BR,2020-02-23 02:39:45
460,Castelbuono,37.93,14.09,52.0,73,0,4.65,clear sky,0.0,0.0,IT,2020-02-23 02:39:45
461,Ugoofaaru,5.67,73.0,83.1,78,99,19.64,overcast clouds,0.0,0.0,MV,2020-02-23 02:39:46
462,Abha,18.22,42.51,57.2,58,17,9.17,few clouds,0.0,0.0,SA,2020-02-23 02:39:46
463,Aketi,2.74,23.78,74.71,52,88,1.88,overcast clouds,0.0,0.0,CD,2020-02-23 02:39:46
464,Yendi,9.44,-0.01,78.49,19,0,3.87,clear sky,0.0,0.0,GH,2020-02-23 02:39:46
465,Cidreira,-30.18,-50.21,70.12,64,3,6.67,light rain,0.13,0.0,BR,2020-02-23 02:34:11
466,Lufilufi,-13.87,-171.6,78.8,94,90,28.86,heavy intensity shower rain,0.0,0.0,WS,2020-02-23 02:39:47
467,Mitchell,43.71,-98.03,35.6,69,1,3.36,clear sky,0.0,0.0,US,2020-02-23 02:37:46
468,Tabou,4.42,-7.35,77.67,96,51,3.18,broken clouds,0.0,0.0,CI,2020-02-23 02:39:47
469,Morehead,37.27,-87.18,39.0,47,1,3.36,clear sky,0.0,0.0,US,2020-02-23 02:34:59
470,Kautokeino,69.01,23.04,13.77,84,11,6.11,few clouds,0.0,0.0,NO,2020-02-23 02:39:47
471,Komsomolskiy,40.43,71.72,42.8,86,63,6.93,mist,0.0,0.0,UZ,2020-02-23 02:33:10
472,Ahuimanu,21.44,-157.84,80.6,61,40,8.05,scattered clouds,0.0,0.0,US,2020-02-23 02:39:48
473,Moranbah,-22.0,148.05,75.65,82,100,18.41,light rain,0.75,0.0,AU,2020-02-23 02:39:48
